# co2c0000374.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 103
# FP1 chan 0
103 FP1 0 10.986
103 FP1 1 7.080
103 FP1 2 3.174
103 FP1 3 1.221
103 FP1 4 1.709
103 FP1 5 3.174
103 FP1 6 4.150
103 FP1 7 3.662
103 FP1 8 2.197
103 FP1 9 1.221
103 FP1 10 0.732
103 FP1 11 1.221
103 FP1 12 1.709
103 FP1 13 1.709
103 FP1 14 1.709
103 FP1 15 2.686
103 FP1 16 4.639
103 FP1 17 7.080
103 FP1 18 8.545
103 FP1 19 8.545
103 FP1 20 7.568
103 FP1 21 6.104
103 FP1 22 5.127
103 FP1 23 4.150
103 FP1 24 3.174
103 FP1 25 1.709
103 FP1 26 0.244
103 FP1 27 -0.244
103 FP1 28 -0.244
103 FP1 29 -0.244
103 FP1 30 -0.244
103 FP1 31 -1.221
103 FP1 32 -2.197
103 FP1 33 -2.686
103 FP1 34 -2.197
103 FP1 35 -1.221
103 FP1 36 0.244
103 FP1 37 2.197
103 FP1 38 5.127
103 FP1 39 8.057
103 FP1 40 11.963
103 FP1 41 14.404
103 FP1 42 16.357
103 FP1 43 16.846
103 FP1 44 16.357
103 FP1 45 16.357
103 FP1 46 16.357
103 FP1 47 15.381
103 FP1 48 13.428
103 FP1 49 9.521
103 FP1 50 4.150
103 FP1 51 -0.244
103 FP1 52 -1.709
103 FP1 53 -1.221
103 FP1 54 0.732
103 FP1 55 2.686
103 FP1 56 2.686
103 FP1 57 1.709
103 FP1 58 1.221
103 FP1 59 2.197
103 FP1 60 3.662
103 FP1 61 5.127
103 FP1 62 5.615
103 FP1 63 5.127
103 FP1 64 4.150
103 FP1 65 2.686
103 FP1 66 1.221
103 FP1 67 -0.244
103 FP1 68 -2.197
103 FP1 69 -4.639
103 FP1 70 -7.080
103 FP1 71 -9.521
103 FP1 72 -10.986
103 FP1 73 -11.475
103 FP1 74 -11.475
103 FP1 75 -10.498
103 FP1 76 -10.010
103 FP1 77 -9.521
103 FP1 78 -10.010
103 FP1 79 -10.498
103 FP1 80 -11.475
103 FP1 81 -12.451
103 FP1 82 -12.451
103 FP1 83 -11.963
103 FP1 84 -10.010
103 FP1 85 -7.080
103 FP1 86 -4.639
103 FP1 87 -3.174
103 FP1 88 -1.709
103 FP1 89 -0.244
103 FP1 90 1.221
103 FP1 91 3.662
103 FP1 92 6.104
103 FP1 93 8.545
103 FP1 94 10.986
103 FP1 95 13.428
103 FP1 96 16.357
103 FP1 97 19.287
103 FP1 98 21.240
103 FP1 99 21.240
103 FP1 100 19.775
103 FP1 101 18.311
103 FP1 102 17.334
103 FP1 103 17.334
103 FP1 104 16.846
103 FP1 105 16.846
103 FP1 106 16.357
103 FP1 107 15.869
103 FP1 108 14.893
103 FP1 109 13.916
