# co2c1000367.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 93
# FP1 chan 0
93 FP1 0 4.964
93 FP1 1 4.476
93 FP1 2 4.964
93 FP1 3 6.429
93 FP1 4 8.382
93 FP1 5 9.359
93 FP1 6 9.847
93 FP1 7 10.335
93 FP1 8 10.824
93 FP1 9 11.312
93 FP1 10 11.312
93 FP1 11 11.312
93 FP1 12 10.824
93 FP1 13 10.335
93 FP1 14 11.312
93 FP1 15 12.777
93 FP1 16 14.730
93 FP1 17 15.706
93 FP1 18 16.195
93 FP1 19 15.706
93 FP1 20 16.195
93 FP1 21 16.683
93 FP1 22 18.636
93 FP1 23 20.101
93 FP1 24 20.589
93 FP1 25 18.148
93 FP1 26 13.753
93 FP1 27 7.894
93 FP1 28 2.035
93 FP1 29 -2.848
93 FP1 30 -5.778
93 FP1 31 -7.243
93 FP1 32 -7.731
93 FP1 33 -8.219
93 FP1 34 -8.219
93 FP1 35 -6.755
93 FP1 36 -3.825
93 FP1 37 0.081
93 FP1 38 3.988
93 FP1 39 7.894
93 FP1 40 11.800
93 FP1 41 15.218
93 FP1 42 18.148
93 FP1 43 21.566
93 FP1 44 24.495
93 FP1 45 25.472
93 FP1 46 25.472
93 FP1 47 24.495
93 FP1 48 23.031
93 FP1 49 21.077
93 FP1 50 19.613
93 FP1 51 18.636
93 FP1 52 17.660
93 FP1 53 17.660
93 FP1 54 17.171
93 FP1 55 16.195
93 FP1 56 14.730
93 FP1 57 12.777
93 FP1 58 10.335
93 FP1 59 9.359
93 FP1 60 9.847
93 FP1 61 11.312
93 FP1 62 13.265
93 FP1 63 14.242
93 FP1 64 14.242
93 FP1 65 13.753
93 FP1 66 13.265
93 FP1 67 13.265
93 FP1 68 12.288
93 FP1 69 10.824
93 FP1 70 8.382
93 FP1 71 4.964
93 FP1 72 1.546
93 FP1 73 -0.407
93 FP1 74 -2.848
93 FP1 75 -5.290
93 FP1 76 -7.731
93 FP1 77 -10.661
93 FP1 78 -12.614
93 FP1 79 -14.567
93 FP1 80 -16.520
93 FP1 81 -18.473
93 FP1 82 -20.915
93 FP1 83 -24.333
93 FP1 84 -26.774
93 FP1 85 -28.239
93 FP1 86 -27.751
93 FP1 87 -26.286
93 FP1 88 -24.333
93 FP1 89 -21.891
93 FP1 90 -19.450
93 FP1 91 -17.008
93 FP1 92 -14.567
93 FP1 93 -12.614
93 FP1 94 -11.637
93 FP1 95 -12.614
93 FP1 96 -14.079
93 FP1 97 -16.032
93 FP1 98 -17.497
93 FP1 99 -18.473
93 FP1 100 -18.473
93 FP1 101 -18.962
93 FP1 102 -19.450
93 FP1 103 -19.450
93 FP1 104 -19.450
93 FP1 105 -18.473
93 FP1 106 -17.497
93 FP1 107 -16.032
93 FP1 108 -15.055
93 FP1 109 -14.567
93 FP1 110 -13.102
93 FP1 111 -11.149
93 FP1 112 -8.708
93 FP1 113 -6.755
93 FP1 114 -5.778
93 FP1 115 -5.778
93 FP1 116 -6.755
93 FP1 117 -8.219
93 FP1 118 -9.684
93 FP1 119 -10.661
93 FP1 120 -12.614
93 FP1 121 -14.079
93 FP1 122 -15.544
93 FP1 123 -17.008
93 FP1 124 -17.497
93 FP1 125 -17.008
93 FP1 126 -16.520
93 FP1 127 -16.032
93 FP1 128 -15.544
93 FP1 129 -16.032
93 FP1 130 -16.520
93 FP1 131 -17.008
93 FP1 132 -16.520
93 FP1 133 -15.544
93 FP1 134 -14.567
93 FP1 135 -13.102
93 FP1 136 -12.126
93 FP1 137 -10.661
93 FP1 138 -9.196
93 FP1 139 -7.731
93 FP1 140 -5.778
93 FP1 141 -3.825
93 FP1 142 -2.360
93 FP1 143 -1.383
93 FP1 144 -0.895
93 FP1 145 -0.895
93 FP1 146 -0.407
93 FP1 147 0.570
93 FP1 148 1.058
93 FP1 149 1.058
93 FP1 150 -0.895
93 FP1 151 -3.825
93 FP1 152 -6.755
93 FP1 153 -10.173
93 FP1 154 -12.126
93 FP1 155 -13.590
