# co3a0000461.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 21
# FP1 chan 0
21 FP1 0 3.276
21 FP1 1 2.787
21 FP1 2 2.787
21 FP1 3 2.299
21 FP1 4 2.299
21 FP1 5 3.276
21 FP1 6 4.252
21 FP1 7 4.740
21 FP1 8 3.276
21 FP1 9 0.346
21 FP1 10 -3.072
21 FP1 11 -4.049
21 FP1 12 -2.584
21 FP1 13 -0.142
21 FP1 14 2.299
21 FP1 15 3.276
21 FP1 16 3.764
21 FP1 17 3.764
21 FP1 18 3.764
21 FP1 19 4.740
21 FP1 20 4.740
21 FP1 21 4.252
21 FP1 22 3.764
21 FP1 23 3.764
21 FP1 24 4.252
21 FP1 25 4.252
21 FP1 26 2.299
21 FP1 27 -1.119
21 FP1 28 -5.025
21 FP1 29 -6.978
21 FP1 30 -6.002
21 FP1 31 -3.072
21 FP1 32 0.346
21 FP1 33 2.299
21 FP1 34 2.299
21 FP1 35 1.811
21 FP1 36 2.787
21 FP1 37 4.740
21 FP1 38 7.182
21 FP1 39 8.647
21 FP1 40 8.647
21 FP1 41 7.182
21 FP1 42 5.229
21 FP1 43 4.252
21 FP1 44 5.229
21 FP1 45 6.205
21 FP1 46 7.182
21 FP1 47 7.670
21 FP1 48 6.205
21 FP1 49 2.787
21 FP1 50 -1.119
21 FP1 51 -5.514
21 FP1 52 -8.443
21 FP1 53 -9.420
21 FP1 54 -8.443
21 FP1 55 -7.467
21 FP1 56 -6.978
21 FP1 57 -7.467
21 FP1 58 -7.467
21 FP1 59 -7.467
21 FP1 60 -6.002
21 FP1 61 -4.049
21 FP1 62 -2.584
21 FP1 63 -2.584
21 FP1 64 -3.560
21 FP1 65 -4.537
21 FP1 66 -5.025
21 FP1 67 -5.514
21 FP1 68 -5.025
21 FP1 69 -4.537
21 FP1 70 -4.049
21 FP1 71 -3.560
21 FP1 72 -2.096
21 FP1 73 -0.631
21 FP1 74 1.322
21 FP1 75 1.811
21 FP1 76 1.811
21 FP1 77 1.322
21 FP1 78 0.346
21 FP1 79 0.346
21 FP1 80 0.834
21 FP1 81 1.811
21 FP1 82 2.787
21 FP1 83 4.252
21 FP1 84 4.252
21 FP1 85 4.252
21 FP1 86 4.252
21 FP1 87 4.252
21 FP1 88 4.252
21 FP1 89 4.252
21 FP1 90 3.276
21 FP1 91 1.811
21 FP1 92 0.346
21 FP1 93 -1.119
21 FP1 94 -2.584
21 FP1 95 -3.072
